,"Tube in -	Petit_Complexe	-	2012.09.27 13:25:11","Tube in -	Petit_Complexe	-	2012.09.27 13:25:03","Tube in -	Petit_Complexe	-	2012.09.27 13:31:05","Tube in -	Petit_Complexe	-	2012.09.27 13:30:56","Tube in -	Petit_Complexe	-	2012.09.27 13:33:33","Tube in -	Petit_Complexe	-	2012.09.27 13:33:26","Tube in -	Petit_Complexe	-	2012.09.27 13:34:47","Tube in -	Petit_Complexe	-	2012.09.27 13:34:40","Tube in -	Petit_Complexe	-	2012.09.27 13:36:44","Tube in -	Petit_Complexe	-	2012.09.27 13:36:38","Tube in -	Petit_Complexe	-	2012.09.27 13:38:28","Tube in -	Petit_Complexe	-	2012.09.27 13:38:20","Tube in -	Petit_Complexe	-	2012.09.27 13:40:55","Tube in -	Petit_Complexe	-	2012.09.27 13:40:48","Tube in -	Petit_Complexe	-	2012.09.27 13:42:10","Tube in -	Petit_Complexe	-	2012.09.27 13:42:03","Tube in -	Petit_Complexe	-	2012.09.27 13:45:51","Tube in -	Petit_Complexe	-	2012.09.27 13:45:45","Tube in -	Petit_Complexe	-	2012.09.27 13:47:51","Tube in -	Petit_Complexe	-	2012.09.27 13:47:43","Tube in -	Petit_Complexe	-	2012.09.27 13:49:10","Tube in -	Petit_Complexe	-	2012.09.27 13:49:03","Tube in -	Petit_Complexe	-	2012.09.27 16:57:15","Tube in -	Petit_Complexe	-	2012.09.27 16:57:09"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
64.5,9.772279739,9.777676582,9.813610077,9.756695747,9.825438499,9.853538513,9.99545002,9.903457642,9.941317558,9.946975708,9.941664696,10.08097553,10.17752838,10.20547295,10.15435982,10.14897346,10.31820774,10.29779911,10.2080965,10.17734623,10.43613529,10.42780685,9.477136612,9.4096241
65,9.868548393,9.865947723,9.875291824,9.835910797,9.933320045,9.954921722,10.11548519,10.01498222,10.0355835,10.04857349,10.04258347,10.1604147,10.28954315,10.31164646,10.23330402,10.23342896,10.40866947,10.40496159,10.24385643,10.24430466,10.46593571,10.4546051,9.543394089,9.486998558
65.5,9.885009766,9.877921104,9.925964355,9.897200584,9.989794731,9.996283531,10.11146545,10.04901695,10.06785965,10.08414555,10.14941597,10.24241829,10.29789543,10.31386566,10.26629639,10.26719856,10.4094162,10.42239857,10.23977375,10.27004623,10.53420734,10.51716709,9.578004837,9.531993866
66,9.785286903,9.782605171,9.857545853,9.835252762,9.924819946,9.912442207,10.02325535,9.998637199,10.05129719,10.07456684,10.11941147,10.16724586,10.17947292,10.16961575,10.23722458,10.23818016,10.33400154,10.36554623,10.16317844,10.18170929,10.43557739,10.4268322,9.527368546,9.492376328
66.5,9.578042984,9.576256752,9.675551414,9.668766022,9.746068954,9.72254467,9.831688881,9.841884613,9.867411613,9.898899078,9.953589439,9.966034889,10.03254986,10.01854897,10.0939846,10.09985256,10.14527416,10.19719791,10.03830242,9.988211632,10.27736568,10.27453899,9.421500206,9.397431374
67,9.321164131,9.317362785,9.419708252,9.428479195,9.505779266,9.476256371,9.552095413,9.592303276,9.606754303,9.631127357,9.741343498,9.737628937,9.743876457,9.73673439,9.826161385,9.823759079,9.899147034,9.958285332,9.812464714,9.764827728,10.03442097,10.03071213,9.215382576,9.204087257
67.5,9.055784225,9.052025795,9.171179771,9.190875053,9.229831696,9.203985214,9.25180912,9.297310829,9.378536224,9.399356842,9.4806633,9.468104362,9.443254471,9.423707962,9.580827713,9.578827858,9.580160141,9.650267601,9.573558807,9.514240265,9.790597916,9.78847599,9.001521111,8.997879028
68,8.850149155,8.844055176,8.948274612,8.982797623,8.979272842,8.958062172,9.015715599,9.060951233,9.161964417,9.183813095,9.222353935,9.223787308,9.215633392,9.209117889,9.342553139,9.339114189,9.345907211,9.404438972,9.360339165,9.30636692,9.583997726,9.579375267,8.825605392,8.831354141
68.5,8.703752518,8.68969059,8.754992485,8.806700706,8.790928841,8.782993317,8.871888161,8.92401123,8.989261627,9.012515068,9.026441574,9.051353455,9.0443964,9.046649933,9.183905602,9.173529625,9.150529861,9.204133034,9.226379395,9.232748985,9.365674019,9.354912758,8.687497139,8.70413208
69,8.615776062,8.603092194,8.632851601,8.69725132,8.696688652,8.701305389,8.792566299,8.832748413,8.876963615,8.887369156,8.92080307,8.964105606,8.96390152,8.966802597,9.085776329,9.073300362,9.075281143,9.119391441,9.112071037,9.15561676,9.27550602,9.251783371,8.592386246,8.609762192
69.5,8.579339981,8.565450668,8.61585331,8.68260479,8.675937653,8.692454338,8.763831139,8.786556244,8.852316856,8.856033325,8.885995865,8.94797802,8.962614059,8.96469593,9.052022934,9.043284416,9.019330978,9.05018425,9.125700951,9.128865242,9.272996902,9.238957405,8.536657333,8.554782867
70,8.611194611,8.592949867,8.649189949,8.710656166,8.697636604,8.722473145,8.812833786,8.811476707,8.882749557,8.887386322,8.915397644,8.992091179,8.993828773,9.001673698,9.059394836,9.055041313,9.08982563,9.097356796,9.199376106,9.217233658,9.283888817,9.248071671,8.518198013,8.538468361
70.5,8.681238174,8.659927368,8.714819908,8.76319313,8.776818275,8.803287506,8.914664268,8.890740395,8.944177628,8.945685387,8.977952957,9.042342186,9.080774307,9.089016914,9.148350716,9.135051727,9.185239792,9.187357903,9.254289627,9.287194252,9.296820641,9.255004883,8.530882835,8.548499107
71,8.742461205,8.710654259,8.795096397,8.817730904,8.883881569,8.90531826,8.987316132,8.97524929,8.989417076,8.990830421,9.083550453,9.123490334,9.155297279,9.146945,9.237820625,9.222128868,9.268187523,9.286082268,9.304159164,9.336016655,9.378540039,9.340985298,8.52934742,8.535859108
71.5,8.761470795,8.733760834,8.85781002,8.84568882,8.921170235,8.92710495,8.991627693,8.964182854,9.041259766,9.039606094,9.078400612,9.098012924,9.186963081,9.168756485,9.213640213,9.21125412,9.275986671,9.29503727,9.322787285,9.337388039,9.392459869,9.372445107,8.515185356,8.503286362
72,8.70956707,8.683311462,8.818947792,8.759518623,8.844495773,8.834681511,8.927767754,8.903069496,8.954229355,8.962853432,8.96880722,8.96216774,9.108942986,9.090574265,9.141014099,9.135237694,9.223258972,9.25299263,9.251432419,9.257966995,9.3462677,9.337580681,8.463829994,8.433710098
72.5,8.58646965,8.565729141,8.666966438,8.65396595,8.697020531,8.681381226,8.778253555,8.782571793,8.846798897,8.862437248,8.886040688,8.850749969,8.967798233,8.949710846,9.022281647,9.017151833,9.065850258,9.100541115,9.142091751,9.132537842,9.198460579,9.195014,8.393666267,8.35364151
73,8.410691261,8.396006584,8.461308479,8.444634438,8.509268761,8.492362976,8.567250252,8.569450378,8.642240524,8.655379295,8.710410118,8.66074276,8.744494438,8.718606949,8.824402809,8.817761421,8.847421646,8.875123024,8.972353935,8.94667244,8.992332458,8.990663528,8.279104233,8.23550415
73.5,8.207369804,8.199321747,8.263864517,8.246355057,8.315140724,8.30125618,8.355106354,8.353772163,8.44499588,8.461233139,8.502904892,8.460050583,8.541952133,8.524900436,8.60359478,8.599609375,8.649912834,8.670432091,8.773206711,8.723934174,8.78603363,8.793433189,8.153813362,8.115325928
74,8.040542603,8.037464142,8.097626686,8.082663536,8.141619682,8.132716179,8.193058014,8.184557915,8.269580841,8.284326553,8.343267441,8.296170235,8.369531631,8.363430977,8.438494682,8.42935276,8.475933075,8.490139008,8.623497009,8.580164909,8.586036682,8.593782425,8.043904305,8.015026093
74.5,7.920757771,7.917043686,7.969192505,7.961061954,8.025025368,8.025407791,8.083295822,8.053315163,8.144089699,8.157310486,8.225448608,8.192398071,8.249474525,8.250265121,8.316185951,8.306617737,8.384592056,8.393825531,8.467242241,8.436207771,8.480779648,8.476805687,7.94927454,7.93084383
75,7.855506897,7.851264954,7.909896851,7.90483284,7.97912693,7.984032154,8.023863792,7.984875679,8.079758644,8.084825516,8.158733368,8.153150558,8.188878059,8.190751076,8.271134377,8.261008263,8.300541878,8.305055618,8.410057068,8.388605118,8.450006485,8.44406414,7.881931782,7.86904192
75.5,7.835516453,7.831194878,7.921309948,7.919288158,7.968301773,7.980922222,8.005844116,7.959807396,8.089522362,8.094573021,8.140817642,8.146755219,8.194635391,8.196528435,8.255319595,8.246064186,8.308680534,8.298272133,8.418534279,8.409580231,8.438658714,8.43529129,7.847623348,7.840922356
76,7.883274078,7.878057957,7.974513054,7.972435951,7.992566586,8.011262894,8.063188553,8.015603065,8.136144638,8.141438484,8.165411949,8.188349724,8.245778084,8.253106117,8.309062004,8.30120182,8.353203773,8.334763527,8.44950676,8.456295013,8.461645126,8.455900192,7.849583626,7.851191044
76.5,7.962416649,7.957268715,8.038617134,8.036689758,8.062115669,8.086088181,8.153242111,8.1210289,8.195774078,8.199184418,8.24355793,8.268938065,8.329394341,8.343758583,8.391288757,8.381614685,8.439774513,8.421502113,8.490242958,8.505734444,8.556267738,8.543566704,7.88488102,7.890612125
77,8.045179367,8.038957596,8.109130859,8.106156349,8.150579453,8.171622276,8.232134819,8.184064865,8.277077675,8.275249481,8.319628716,8.344623566,8.416441917,8.42201519,8.457645416,8.454514503,8.491342545,8.477838516,8.551794052,8.5579319,8.65234375,8.64683342,7.915212154,7.92568922
77.5,8.095145226,8.094872475,8.15813446,8.147132874,8.198234558,8.211306572,8.266149521,8.22878933,8.331410408,8.330586433,8.377217293,8.387061119,8.447900772,8.447680473,8.493415833,8.495177269,8.552098274,8.539615631,8.591542244,8.597038269,8.651877403,8.656869888,7.94408226,7.961184978
78,8.087760925,8.092599869,8.145478249,8.128472328,8.187829018,8.19299984,8.25502491,8.252093315,8.315368652,8.320061684,8.378273964,8.361839294,8.43676281,8.433673859,8.479084969,8.474636078,8.554894447,8.549436569,8.59705162,8.597742081,8.640798569,8.65530014,7.949155331,7.967572212
78.5,8.016084671,8.023221016,8.065024376,8.045552254,8.131773949,8.130786896,8.173978806,8.203438759,8.233773232,8.236946106,8.336322784,8.299180031,8.340854645,8.331793785,8.426653862,8.422259331,8.4702425,8.474666595,8.530838966,8.515063286,8.587686539,8.612754822,7.924108028,7.941529751
79,7.909099579,7.919146061,7.968729496,7.952404499,8.046222687,8.041275024,8.052966118,8.093522072,8.145635605,8.147711754,8.222335815,8.191137314,8.238351822,8.224648476,8.317328453,8.313140869,8.361231804,8.36593914,8.42316246,8.396442413,8.490983009,8.52551651,7.860613346,7.876562595
79.5,7.782369137,7.793694973,7.874836922,7.858709812,7.92954731,7.921409607,7.933186054,7.98556757,8.040987968,8.051563263,8.111611366,8.080739021,8.12665081,8.114443779,8.208415031,8.202572823,8.244062424,8.247271538,8.32815361,8.311592102,8.354915619,8.388069153,7.780553818,7.793457985
80,7.689596653,7.703864574,7.792375088,7.775951862,7.8206954,7.815492153,7.854331493,7.916591167,7.950343609,7.961920738,8.008220673,7.979230404,8.038956642,8.033437729,8.110982895,8.105648041,8.170327187,8.178074837,8.212676048,8.201881409,8.268544197,8.298915863,7.705251217,7.715960503
80.5,7.641506195,7.653580666,7.725288868,7.71637392,7.765773773,7.762491226,7.820338726,7.876666546,7.883317471,7.891923904,7.951677322,7.943827629,7.988241196,7.985402584,8.067374229,8.065315247,8.097794533,8.10519886,8.166093826,8.158750534,8.223046303,8.253539085,7.648696899,7.65422678
81,7.637789726,7.645224094,7.705148697,7.702935696,7.758002281,7.758660793,7.808056831,7.85112381,7.872833252,7.880616665,7.920359135,7.934978962,7.985206604,7.986310005,8.033054352,8.035757065,8.08880043,8.08951664,8.164453506,8.161031723,8.206476212,8.230333328,7.619570255,7.617380619
81.5,7.666851997,7.671957493,7.731736183,7.731580734,7.775177956,7.779965878,7.838798046,7.866384983,7.900046825,7.90825367,7.945351124,7.979975224,8.01657486,8.025351524,8.066010475,8.069717407,8.123332977,8.118720055,8.187808037,8.207896233,8.225654602,8.237134933,7.62330246,7.612948895
82,7.736519814,7.73932457,7.784809589,7.787432671,7.8273139,7.834188461,7.929923058,7.931441784,7.958824158,7.9620471,7.991908073,8.040513992,8.082843781,8.096686363,8.131826401,8.136026382,8.202420235,8.197023392,8.2287817,8.25599575,8.311200142,8.308055878,7.654321194,7.63792038
82.5,7.813466072,7.812909126,7.842290401,7.846017838,7.914802551,7.919721127,8.022727013,8.013689041,8.022132874,8.022789955,8.076236725,8.129038811,8.162553787,8.170467377,8.215873718,8.223386765,8.253494263,8.251089096,8.311062813,8.344827652,8.411623001,8.410422325,7.705180168,7.678894043
83,7.871632576,7.866279602,7.906075478,7.910577774,7.996499062,7.996212482,8.076384544,8.0585289,8.102968216,8.100165367,8.133937836,8.190703392,8.228869438,8.230516434,8.274287224,8.278512955,8.329014778,8.319996834,8.400278091,8.433322906,8.445102692,8.450130463,7.74159193,7.705507278
83.5,7.885800838,7.882582188,7.954962254,7.954904079,8.021821976,8.017211914,8.098707199,8.066311836,8.140525818,8.142432213,8.16951561,8.207885742,8.258460045,8.252929688,8.305407524,8.305416107,8.362984657,8.358548164,8.411848068,8.445941925,8.475866318,8.479813576,7.760216236,7.720695496
84,7.850995064,7.849360943,7.949430466,7.945124149,7.990677357,7.983097076,8.095338821,8.056741714,8.117744446,8.12148571,8.155327797,8.171325684,8.229857445,8.21998024,8.298849106,8.292085648,8.345929146,8.344782829,8.394839287,8.408529282,8.460812569,8.467196465,7.744839668,7.705924034
84.5,7.785326004,7.783902645,7.881098747,7.873239517,7.92579937,7.915012836,8.03463459,7.98534441,8.040943146,8.043814659,8.098385811,8.094527245,8.162871361,8.145374298,8.224170685,8.216202736,8.266724586,8.267152786,8.324098587,8.321937561,8.395731926,8.410300255,7.695165157,7.656498432
85,7.695162296,7.696053028,7.780973911,7.772714615,7.83392477,7.818779469,7.927378178,7.862605572,7.944769859,7.953794956,8.00915432,7.991364479,8.052426338,8.036136627,8.116219521,8.107889175,8.164748192,8.170910835,8.236517906,8.234080315,8.270337105,8.289545059,7.618319511,7.583759785
85.5,7.591264725,7.594450474,7.671429634,7.665213108,7.716789722,7.699692726,7.815830708,7.747361183,7.837390423,7.847674847,7.899997234,7.872448444,7.936489105,7.920939445,8.002939224,7.997003555,8.068114281,8.07958889,8.101220131,8.087269783,8.168522835,8.183642387,7.529811859,7.505260944
86,7.506835461,7.509149075,7.566121578,7.561677933,7.614481449,7.59823513,7.735720158,7.645810127,7.735841274,7.750447273,7.794796944,7.771030426,7.838880062,7.824498177,7.917002678,7.914376736,7.953867912,7.966132641,8.011136055,7.98991394,8.083292007,8.091485023,7.451447487,7.436746597
86.5,7.439291477,7.440999985,7.478001118,7.476058483,7.543435574,7.53241396,7.671726704,7.565302849,7.64625597,7.661691189,7.721372128,7.706221104,7.778808117,7.766530991,7.827011585,7.826688766,7.87660265,7.885213375,7.942564964,7.927884102,8.003308296,8.010453224,7.382836342,7.375937462
87,7.391933918,7.391778469,7.423568249,7.425504208,7.50232935,7.493543148,7.61944437,7.508672237,7.601147175,7.614855289,7.676242352,7.675779819,7.718729496,7.707712173,7.779632092,7.780248165,7.827124596,7.832405567,7.892989635,7.885468006,7.940156937,7.940896034,7.324534893,7.328131199
87.5,7.359728336,7.355486393,7.396646976,7.399886131,7.471898079,7.466462612,7.587730885,7.471236229,7.585912704,7.597424507,7.627254963,7.64654398,7.696763515,7.6816926,7.755593777,7.759707928,7.808867931,7.811845303,7.8523736,7.850879669,7.919994354,7.914772511,7.276708603,7.289536476
88,7.342640877,7.335289478,7.385428429,7.390350342,7.456017494,7.454731941,7.584314823,7.468044758,7.570467472,7.583285809,7.602945805,7.629283428,7.694054604,7.682153702,7.748304844,7.757061005,7.777562618,7.777270794,7.841918468,7.848967552,7.921813965,7.914553642,7.236686707,7.26026392
88.5,7.3307271,7.319281578,7.383056641,7.388903618,7.453332424,7.454377651,7.581623077,7.466954708,7.557209492,7.567477226,7.59631443,7.628704548,7.697657585,7.694691181,7.721656322,7.731409073,7.777085304,7.77538538,7.847524166,7.853420734,7.903893471,7.893992424,7.197549343,7.228178978
89,7.316467762,7.304374218,7.385091305,7.389799595,7.450514317,7.451037884,7.564181805,7.452618122,7.553668499,7.562552929,7.604127407,7.631050587,7.668550968,7.667315006,7.716744423,7.724175453,7.775453568,7.773537159,7.822413445,7.829198837,7.902274132,7.88907814,7.15160799,7.187358379
89.5,7.286490917,7.274617195,7.368350029,7.370274067,7.414290905,7.413455009,7.52758503,7.440419674,7.533655167,7.53993845,7.568385601,7.585103512,7.634338856,7.629256725,7.701107502,7.706508636,7.744820595,7.746101379,7.794482231,7.786876202,7.87686348,7.867344379,7.103703976,7.141481876
90,7.237364769,7.226794243,7.314810276,7.316188335,7.351299286,7.351998806,7.479037762,7.402506828,7.469281673,7.475109577,7.519917965,7.517614365,7.582065105,7.570963383,7.640005589,7.64315033,7.67227459,7.67045784,7.739840031,7.719071388,7.817162991,7.81517601,7.045318127,7.083764076
90.5,7.166497707,7.157527924,7.224586964,7.22535944,7.274149895,7.273164272,7.391666889,7.320044041,7.378778934,7.384773731,7.443935394,7.43093729,7.492432117,7.487615108,7.544676304,7.545668125,7.588397026,7.586234093,7.666554928,7.649884224,7.70887804,7.706878185,6.977428913,7.011782169
91,7.068690777,7.064454079,7.119318962,7.116993904,7.176060677,7.174937248,7.269788742,7.214512348,7.279987335,7.287599564,7.350372314,7.328306198,7.377034664,7.376710415,7.441381454,7.438043594,7.492383957,7.49435091,7.541920185,7.523217201,7.604210377,7.601120949,6.902916908,6.931569099
91.5,6.954059601,6.953124046,7.018958569,7.016488075,7.058537483,7.057151318,7.155792713,7.116724968,7.177019596,7.184872627,7.228816032,7.207874775,7.266357899,7.263689518,7.342541695,7.33956337,7.375369072,7.379223347,7.431206226,7.406249046,7.495305061,7.497818947,6.825587749,6.847326756
92,6.848394394,6.847899914,6.920992374,6.918504715,6.949068069,6.947731495,7.062525749,7.039887905,7.060320377,7.069075108,7.124814034,7.107231617,7.17543602,7.174197674,7.227625847,7.228442669,7.261674404,7.266229153,7.329761028,7.310836315,7.383928776,7.387964725,6.750413418,6.764217854
92.5,6.762746811,6.759601593,6.832132816,6.831167698,6.8733778,6.872094154,6.977025509,6.962508678,6.974371433,6.981072903,7.042275906,7.034312248,7.08468771,7.087408543,7.134482861,7.133883953,7.177153587,7.182551861,7.245228767,7.237851143,7.290278435,7.288407803,6.679593086,6.684261799
93,6.702719212,6.697838306,6.778765678,6.776483059,6.817402363,6.817694664,6.905973911,6.897033215,6.920131207,6.926241398,6.977604866,6.981610298,7.022820473,7.027573109,7.073726654,7.075448036,7.128163338,7.131555557,7.1703825,7.167727947,7.233486652,7.225254536,6.623362064,6.617413044
93.5,6.66759491,6.66322422,6.755099773,6.75451088,6.775535583,6.778321266,6.875096321,6.868397713,6.891141415,6.893554688,6.92893362,6.943650723,6.992650509,7.001111507,7.047729969,7.051642895,7.083452702,7.08120966,7.137289524,7.142868042,7.208747864,7.199015141,6.580732822,6.56687212
94,6.662901878,6.655762672,6.740274906,6.740270615,6.760518074,6.767498493,6.872801781,6.870029449,6.869036198,6.867159367,6.913232803,6.935499191,6.996604919,7.008086681,7.021587849,7.026371479,7.069755077,7.060876369,7.139767647,7.15007782,7.178515911,7.170546532,6.553833485,6.5316782
94.5,6.682431698,6.674235344,6.731007099,6.730939388,6.778307438,6.786958218,6.866626263,6.870269299,6.876216888,6.869505405,6.924324989,6.945926189,6.994813442,7.010333061,7.022406101,7.025259495,7.076109886,7.063259125,7.137741089,7.1529603,7.175179482,7.167123318,6.544833183,6.511998177
