,"Tube in -	Grand_Complexe	-	2012.09.27 11:42:04","Tube in -	Grand_Complexe	-	2012.09.27 11:23:22","Tube in -	Grand_Complexe	-	2012.09.27 11:23:10","Tube in -	Grand_Complexe	-	2012.09.27 11:27:15","Tube in -	Grand_Complexe	-	2012.09.27 11:27:06","Tube in -	Grand_Complexe	-	2012.09.27 11:32:46","Tube in -	Grand_Complexe	-	2012.09.27 11:32:37","Tube in -	Grand_Complexe	-	2012.09.27 11:36:17","Tube in -	Grand_Complexe	-	2012.09.27 11:13:21","Tube in -	Grand_Complexe	-	2012.09.27 11:42:12","Tube in -	Grand_Complexe	-	2012.09.27 16:52:48","Tube in -	Grand_Complexe	-	2012.09.27 11:44:31","Tube in -	Grand_Complexe	-	2012.09.27 11:44:22","Tube in -	Grand_Complexe	-	2012.09.27 16:44:39","Tube in -	Grand_Complexe	-	2012.09.27 16:44:31","Tube in -	Grand_Complexe	-	2012.09.27 16:48:16","Tube in -	Grand_Complexe	-	2012.09.27 16:48:07","Tube in -	Grand_Complexe	-	2012.09.27 16:52:56","Tube in -	Grand_Complexe	-	2012.09.27 11:36:08"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
76.5,2.786442995,2.775123358,2.767357111,2.774463415,2.780348539,2.781672001,2.769931555,2.793440104,2.739902735,2.790071726,2.740904093,2.777873278,2.781341791,2.747529268,2.711382151,2.758064747,2.747303247,2.75981307,2.792733431
77,2.769895554,2.787793398,2.778682232,2.768260956,2.770494461,2.77685976,2.754866362,2.782023907,2.781389475,2.771601439,2.74552393,2.765523911,2.766111135,2.745210886,2.711308718,2.75716877,2.752609015,2.758585215,2.782102585
77.5,2.746963263,2.794973373,2.783920527,2.766451836,2.765232801,2.747963428,2.74481535,2.751576424,2.791589737,2.747924566,2.751847506,2.751133442,2.748224497,2.740153074,2.712739706,2.753048658,2.754948854,2.757891417,2.755150557
78,2.71766758,2.756730556,2.744817019,2.725282907,2.722043753,2.710245132,2.707746029,2.715042114,2.77187252,2.717068672,2.755877733,2.731465578,2.724944115,2.729571581,2.712153912,2.747048855,2.752607822,2.756629229,2.719744921
78.5,2.687051296,2.697635889,2.685861111,2.673426151,2.66866684,2.667315722,2.662722111,2.676354408,2.721738815,2.684479713,2.75105238,2.706406355,2.696586132,2.715579987,2.707444191,2.738195658,2.741060019,2.748684883,2.681108713
79,2.649333239,2.6387887,2.628532171,2.624009371,2.620177746,2.627930403,2.621471405,2.636212349,2.662600517,2.646722078,2.739293337,2.668397188,2.659161329,2.696223497,2.693856955,2.719911575,2.723709345,2.732778072,2.641721487
79.5,2.612004757,2.586251974,2.578114986,2.579152584,2.57650876,2.587888241,2.5806458,2.596188307,2.60474968,2.60823679,2.720113993,2.634466648,2.623117208,2.671670914,2.676770449,2.697819948,2.702305794,2.71089077,2.601114273
80,2.584156752,2.53852725,2.532605886,2.53875494,2.537051916,2.555046082,2.544942856,2.564168453,2.551220417,2.578915119,2.701094389,2.605717182,2.594305038,2.648625612,2.661830187,2.675313473,2.679039955,2.689800501,2.567896605
80.5,2.563167334,2.505120993,2.500238419,2.51219058,2.511088133,2.533548355,2.521121264,2.543026209,2.510240555,2.559134007,2.680196762,2.58498764,2.57525444,2.629899025,2.648099184,2.656497717,2.663686037,2.667068005,2.544742823
81,2.555729389,2.484545231,2.479963303,2.496582747,2.496766806,2.519124746,2.507088184,2.533854485,2.483314037,2.552658558,2.663189173,2.573931694,2.567760944,2.615014076,2.637002707,2.637840986,2.64941144,2.647989511,2.532972336
81.5,2.558077574,2.479424715,2.47487545,2.495164394,2.497694254,2.51797986,2.507679939,2.53659749,2.470779896,2.556203127,2.655907869,2.576499701,2.572468042,2.605774164,2.633108616,2.629095078,2.645595551,2.640157938,2.533223152
82,2.574930668,2.481392622,2.476329088,2.501923084,2.505773067,2.525124311,2.515829086,2.549735546,2.467440128,2.572514296,2.656367064,2.593125582,2.590450525,2.605897427,2.63564682,2.631878138,2.649768829,2.641214132,2.543969631
82.5,2.601478577,2.491904736,2.485621214,2.518723726,2.521826506,2.542361259,2.535934448,2.573743105,2.472051382,2.600815773,2.662359476,2.619888067,2.618198156,2.615002394,2.642431974,2.639980555,2.659836769,2.650019407,2.566268206
83,2.633241892,2.511160374,2.503332138,2.544157028,2.547362089,2.569168091,2.566307306,2.606673956,2.483748436,2.63357091,2.670408726,2.654075146,2.651381493,2.626403093,2.65188694,2.651367188,2.670162916,2.662531853,2.598548412
83.5,2.665190935,2.536975622,2.529026508,2.574700356,2.576850653,2.59995389,2.598814487,2.638064384,2.501350641,2.66668129,2.672355175,2.687998533,2.682444811,2.636961699,2.661198616,2.661386728,2.674361706,2.670406103,2.629507303
84,2.681854248,2.559518814,2.549960852,2.599394321,2.600001574,2.623888969,2.624552488,2.660419226,2.518028259,2.681864738,2.661571503,2.700160027,2.693344593,2.638837576,2.656677961,2.658903122,2.666418791,2.664602757,2.65268898
84.5,2.674139977,2.573523998,2.564414978,2.611052513,2.609456301,2.632598877,2.633017063,2.659636497,2.529016972,2.673421383,2.635267496,2.686638355,2.677662849,2.627107859,2.638502836,2.639461279,2.641169071,2.642004013,2.65338397
85,2.643201113,2.572770119,2.565939426,2.602851391,2.600754023,2.618872166,2.619236469,2.638510227,2.52968049,2.643974781,2.597665071,2.64288044,2.633299828,2.59772706,2.606041431,2.604984283,2.602647543,2.606889725,2.632384777
85.5,2.591948509,2.558272839,2.551845551,2.578845739,2.576025486,2.590092182,2.589825392,2.599854946,2.519651651,2.592867613,2.554094315,2.585366249,2.575498581,2.56103754,2.563789129,2.562547922,2.557666063,2.564024925,2.59363246
86,2.540065289,2.536917686,2.532192469,2.548200607,2.546266317,2.553012133,2.550369024,2.55429697,2.5036726,2.542352438,2.508281946,2.530072451,2.52045536,2.519228697,2.515356541,2.515807867,2.510898352,2.518577576,2.548279047
86.5,2.48955822,2.518371582,2.514849663,2.517396212,2.516960859,2.51602459,2.513424635,2.511369467,2.489502907,2.492742538,2.468366861,2.480242252,2.473715305,2.477129936,2.468417168,2.473750353,2.468065023,2.479295254,2.50470233
87,2.445631027,2.499431133,2.497231483,2.486133099,2.486739159,2.476841211,2.474032402,2.470394373,2.480064631,2.450281858,2.435275555,2.438964128,2.436135292,2.441124678,2.426917315,2.440023899,2.435115099,2.446874142,2.462008476
87.5,2.409604073,2.47685957,2.473940134,2.453917027,2.455090523,2.440166712,2.437994719,2.434085369,2.468142509,2.416304827,2.408998489,2.40750885,2.406120062,2.411851645,2.392327309,2.41132164,2.407343149,2.420603991,2.425193787
88,2.38091445,2.455128193,2.451704979,2.422362566,2.424259901,2.406606436,2.404931307,2.40137291,2.457459688,2.387364626,2.390569925,2.38295269,2.383485794,2.386592388,2.362957954,2.389371872,2.386932611,2.401723385,2.392704964
88.5,2.357526541,2.432217598,2.427839994,2.392133474,2.394869089,2.374843836,2.373303652,2.372645617,2.447446823,2.364107847,2.376405478,2.365043879,2.366106272,2.366125584,2.340194225,2.372717381,2.370811224,2.3876791,2.364675283
89,2.336565971,2.404807091,2.399912119,2.362287998,2.364398956,2.346734047,2.346460819,2.347103119,2.43192482,2.343991041,2.367334604,2.348426819,2.349598169,2.349987984,2.321925402,2.360010147,2.357516766,2.378012896,2.340836287
89.5,2.312568426,2.369962931,2.364316702,2.330334663,2.331113577,2.316281557,2.316453218,2.317273378,2.403741121,2.319135427,2.358177185,2.330347776,2.331103563,2.333179951,2.305034637,2.347299099,2.344207764,2.367819786,2.312878132
90,2.286322117,2.323793888,2.319140196,2.289274454,2.289645433,2.279469728,2.279112101,2.281867981,2.362980843,2.291486263,2.348492146,2.310125589,2.310063839,2.314497709,2.288957119,2.332961321,2.330166101,2.356274366,2.279414415
90.5,2.257193565,2.26817441,2.264343023,2.243722439,2.243345261,2.239756584,2.23824358,2.24463892,2.306410789,2.261376381,2.332859039,2.284863472,2.283323765,2.294374466,2.270568848,2.316899776,2.312200546,2.338955879,2.242487431
91,2.227313757,2.207579374,2.204120398,2.194226503,2.192538261,2.197374105,2.195144176,2.205070972,2.240658522,2.230224609,2.309647322,2.259125471,2.257105827,2.271960735,2.251012802,2.293986559,2.287519217,2.315558195,2.204428911
91.5,2.198270798,2.151202202,2.149359941,2.149132252,2.148598671,2.159733772,2.156888485,2.170225859,2.177976847,2.20065546,2.284632683,2.231090546,2.228968143,2.244592905,2.228382349,2.26850605,2.262511492,2.290278435,2.170078754
92,2.174396515,2.102814674,2.101699591,2.11010313,2.109972715,2.125966549,2.122958183,2.140385866,2.122036457,2.175953627,2.260626078,2.209051847,2.20655632,2.220755339,2.208107471,2.245809793,2.239051342,2.265867472,2.140909433
92.5,2.160328388,2.062047005,2.060543537,2.078624725,2.078348637,2.101494789,2.09721756,2.12007761,2.072495699,2.161884069,2.23885107,2.193593502,2.19278717,2.200128555,2.191594362,2.225487232,2.220662594,2.243604422,2.120386362
93,2.155942202,2.034631968,2.03392005,2.060122728,2.060812235,2.088664055,2.084302664,2.11246562,2.035574913,2.158038378,2.221744776,2.190443277,2.18876195,2.185296297,2.180618763,2.209705353,2.207921028,2.225599766,2.113534927
93.5,2.164565325,2.023295879,2.02172184,2.055953979,2.057743311,2.089626789,2.085647821,2.11786294,2.012972593,2.166117191,2.208894253,2.198415995,2.197005272,2.176638365,2.177356958,2.200055599,2.201653957,2.211710691,2.118480206
94,2.182720423,2.025868893,2.023336411,2.065187693,2.067090034,2.102275372,2.098418951,2.134819746,2.002957821,2.185263395,2.199022293,2.213135719,2.213267565,2.173638582,2.177355289,2.19322753,2.198708534,2.200403452,2.136622906
94.5,2.205094814,2.039903164,2.036201477,2.085383654,2.086502075,2.125115395,2.122716188,2.159913301,2.005125999,2.207309723,2.189107656,2.230185986,2.230578899,2.171167612,2.179803848,2.18722868,2.197951555,2.18797493,2.16294837
95,2.227513552,2.062819242,2.05887413,2.111970663,2.112450838,2.150374413,2.149588346,2.187000275,2.017167091,2.228635311,2.178532839,2.242454052,2.242552519,2.168200254,2.181726694,2.17814517,2.194133043,2.175619364,2.19039464
95.5,2.236214161,2.088950157,2.08361721,2.13874197,2.137315512,2.173295498,2.175537586,2.207994699,2.034201622,2.236932755,2.162680864,2.239024162,2.238798141,2.159331799,2.176831484,2.165756464,2.185278416,2.158793449,2.212730408
96,2.223692656,2.110764742,2.104843378,2.157447338,2.155127048,2.185169697,2.188310623,2.212572575,2.051254511,2.223290443,2.141402245,2.215675116,2.213152885,2.144761801,2.163512945,2.145934105,2.167549849,2.136358261,2.218114138
96.5,2.19031477,2.122186661,2.114088535,2.159329176,2.155375481,2.177352667,2.181786537,2.193645477,2.062395096,2.188343763,2.116562605,2.177399397,2.171767473,2.122280836,2.144231558,2.121385574,2.142825127,2.111855984,2.200206995
97,2.146573544,2.117621899,2.109782934,2.143284321,2.138105392,2.149806976,2.155437946,2.157722235,2.063126326,2.144376755,2.090332508,2.134694099,2.12789917,2.094944477,2.117272615,2.095825911,2.114160299,2.08609128,2.164285421
97.5,2.102104187,2.09795332,2.089540005,2.111972094,2.105607986,2.111131907,2.117193222,2.115080833,2.052967548,2.09971118,2.063711643,2.092825174,2.084640503,2.06764698,2.086695194,2.068925142,2.084058046,2.060153723,2.122262239
98,2.060227156,2.071223974,2.06134057,2.075903177,2.068843842,2.070946217,2.078217506,2.073397398,2.034973383,2.057360411,2.03924036,2.053683996,2.045619488,2.040227652,2.056270361,2.043124437,2.055087566,2.036305666,2.080298901
98.5,2.023400784,2.043751001,2.033830881,2.04080677,2.034611464,2.033727407,2.040263176,2.03557539,2.015451908,2.020637512,2.017288923,2.019463539,2.011293173,2.014248133,2.028137207,2.019742727,2.028603554,2.014725685,2.041759729
99,1.992558956,2.017710686,2.00783515,2.008620024,2.003642797,2.000468969,2.006757498,2.003503561,1.9976331,1.99038589,1.999026775,1.991589546,1.9832232,1.991325974,2.001387119,1.999241114,2.005478382,1.996267796,2.008606195
99.5,1.967000842,1.994353294,1.984167218,1.981216311,1.977347255,1.973128796,1.978708982,1.97717464,1.9807657,1.965428352,1.984307647,1.968971252,1.961219788,1.972502589,1.977848411,1.982948899,1.987467766,1.981617928,1.981260896
100,1.948029399,1.974094033,1.963930011,1.957477689,1.955038428,1.948698997,1.954839706,1.954514503,1.96549964,1.947002769,1.97305572,1.954857349,1.947824001,1.957064629,1.959813356,1.970549345,1.97438252,1.969940662,1.957738876
100.5,1.934552431,1.954681754,1.943753958,1.9362185,1.934275389,1.928361177,1.934569955,1.936684251,1.951004863,1.934223771,1.964521289,1.94491899,1.938628554,1.945296764,1.944248438,1.961086392,1.964404225,1.961450696,1.93976903
101,1.923062801,1.934317589,1.922773838,1.916714311,1.914617419,1.910183668,1.9174335,1.921305776,1.933462501,1.92320025,1.956945419,1.93731308,1.931818485,1.935850263,1.930671096,1.952526927,1.955364704,1.953755379,1.924225926
101.5,1.911481142,1.910782814,1.898364067,1.896678209,1.893738151,1.891507864,1.899567246,1.905796409,1.91154623,1.911589622,1.94952786,1.930403113,1.92452538,1.925563335,1.918054104,1.943809271,1.94631815,1.947363257,1.908473253
102,1.898344517,1.883196473,1.871090174,1.873615146,1.87036562,1.871586442,1.879327536,1.888671756,1.884240985,1.897632599,1.941117406,1.920643687,1.914008617,1.91471827,1.904922724,1.935735106,1.935577273,1.940115571,1.89100337
102.5,1.884068966,1.850691676,1.839789152,1.847885966,1.844214797,1.849741817,1.857648253,1.869232416,1.851763725,1.883483529,1.930209756,1.908748865,1.902480483,1.903399348,1.891241431,1.925776601,1.922091722,1.930351019,1.871786952
103,1.868492484,1.816602945,1.806865215,1.820901155,1.817105532,1.82807982,1.835678697,1.849250674,1.815672398,1.867414117,1.916360617,1.894677401,1.888359189,1.890000105,1.876211166,1.912616968,1.906420708,1.918107748,1.853055
103.5,1.852036715,1.784424186,1.776220322,1.79582262,1.792546749,1.807543516,1.81485939,1.83007431,1.779962778,1.850445747,1.898700356,1.880131364,1.872760534,1.87462604,1.860685706,1.896723509,1.88762331,1.901962876,1.83363688
104,1.836849451,1.755290866,1.749140143,1.773118734,1.77006948,1.788294435,1.7949332,1.811890483,1.747067094,1.835435629,1.877936721,1.863507986,1.856837392,1.857754946,1.843914032,1.876919031,1.866346121,1.882495642,1.815513968
104.5,1.822555065,1.730729818,1.726134419,1.753750443,1.751691103,1.772855639,1.778171301,1.796614528,1.718118906,1.821311474,1.855104327,1.846218348,1.839639783,1.838541269,1.82563746,1.855404735,1.844567895,1.860296488,1.799556494
105,1.810263872,1.710984111,1.708161354,1.738362074,1.737835884,1.760022283,1.763781071,1.783456922,1.694220185,1.80885303,1.83150804,1.829385281,1.823906302,1.819175005,1.807871461,1.83189261,1.822140813,1.837128758,1.785814285
105.5,1.80000031,1.697130322,1.695607543,1.726951361,1.728757501,1.751177073,1.752959847,1.774136543,1.67624557,1.799067855,1.807251692,1.812918305,1.809185386,1.799322248,1.79040134,1.808830619,1.800441146,1.813473463,1.775620818
106,1.790328264,1.689821243,1.689603448,1.721776247,1.724723458,1.746531963,1.746985078,1.768110037,1.66470027,1.790062308,1.783613443,1.796716452,1.794048786,1.779973865,1.773083925,1.785834432,1.779704452,1.789926291,1.768910646
106.5,1.779480457,1.688205719,1.688600421,1.721219897,1.724301457,1.743929863,1.743770719,1.763033271,1.659737229,1.779902577,1.761820555,1.778856397,1.778134704,1.761395454,1.756719351,1.76360023,1.760785818,1.768361092,1.76276803
107,1.765018106,1.690277576,1.690740824,1.72196877,1.72499156,1.740610719,1.739877105,1.75594306,1.659085155,1.765917063,1.742152572,1.76063621,1.760586023,1.74238503,1.740211844,1.743647695,1.743408203,1.74876678,1.755083799
107.5,1.748039842,1.692250729,1.69324255,1.719936013,1.722970605,1.733322263,1.732591748,1.743698239,1.661378026,1.748879671,1.724743962,1.741511941,1.741910696,1.725035906,1.724934816,1.724985123,1.727269769,1.731138587,1.742543459
108,1.727889776,1.690988421,1.691150546,1.712229252,1.714738846,1.719818592,1.719651341,1.726837516,1.662915945,1.728241205,1.709392428,1.721474051,1.721412182,1.708145976,1.709500551,1.708123446,1.712151408,1.715657234,1.726510525
108.5,1.704975963,1.68456161,1.684463501,1.699123859,1.701141119,1.702459455,1.702059388,1.706106424,1.659839511,1.705746174,1.694901705,1.699642897,1.699198365,1.690942883,1.694524288,1.6927526,1.697342515,1.70141077,1.706230044
109,1.68117559,1.673475385,1.672388911,1.680585504,1.682302237,1.680732846,1.680187464,1.682280421,1.654011607,1.682068229,1.681526661,1.678484559,1.677301049,1.67440486,1.67927599,1.677613258,1.683012486,1.687871695,1.682922721
109.5,1.65818274,1.65820694,1.656134844,1.65880692,1.66040349,1.6575737,1.656882286,1.658383369,1.644096732,1.658697844,1.669275999,1.65802598,1.656062961,1.658458829,1.664254427,1.664170504,1.669423342,1.675070047,1.659384727
110,1.636721373,1.643158555,1.640690088,1.638905406,1.640100837,1.635986686,1.635739326,1.636404276,1.633040428,1.637563825,1.657975316,1.640023828,1.637663007,1.643732548,1.650499582,1.652117372,1.656978369,1.663578391,1.637273669
110.5,1.615895152,1.625967026,1.623398662,1.61745882,1.618566155,1.613619685,1.613392234,1.613948941,1.61950314,1.616575122,1.646784544,1.622393608,1.619223475,1.629587293,1.636574388,1.640255213,1.643894911,1.652112126,1.614982963
111,1.595230103,1.607525945,1.604902267,1.595533252,1.596216202,1.591506124,1.591374159,1.592094064,1.604480863,1.596153617,1.635670662,1.604365945,1.601014733,1.615356088,1.622372389,1.627958179,1.630457997,1.639992476,1.592987537
111.5,1.575334668,1.587599397,1.585220695,1.57338798,1.574418306,1.569958925,1.569676042,1.571341038,1.587612748,1.576264977,1.624628067,1.587545633,1.584241986,1.600742936,1.607771635,1.615833044,1.617337227,1.628157616,1.5715698
112,1.557578921,1.567387104,1.565236807,1.552292466,1.553294659,1.549633503,1.548903704,1.551370502,1.569663525,1.558817625,1.613997579,1.572085023,1.569179296,1.587282538,1.592491746,1.604277015,1.604721665,1.616602778,1.55110538
112.5,1.542542577,1.548343897,1.546187401,1.53280437,1.534465909,1.531677604,1.53046751,1.534712553,1.552125096,1.544112682,1.604325056,1.559369087,1.557123661,1.574935198,1.578403592,1.593634486,1.593105197,1.605474353,1.533721447
113,1.531395555,1.531821966,1.529782653,1.516842484,1.518823743,1.517565608,1.516094446,1.522214174,1.535796642,1.533651352,1.596607566,1.550545454,1.548383594,1.564511418,1.56670785,1.584537983,1.58400023,1.595848083,1.520554304
113.5,1.522341728,1.515083551,1.512756824,1.501975417,1.503652453,1.504419446,1.503054976,1.511040449,1.518563986,1.52483511,1.589126468,1.543066382,1.541365981,1.554793358,1.555099487,1.576463103,1.575624108,1.58681941,1.509190679
114,1.514549971,1.497926354,1.495669961,1.487930179,1.489236593,1.492475867,1.490656853,1.501085877,1.50009656,1.517242789,1.58147943,1.536976457,1.535177231,1.545596719,1.543776274,1.56824255,1.567537427,1.578127146,1.498995304
114.5,1.507459402,1.480338573,1.477717757,1.474160671,1.475253463,1.480664253,1.478997469,1.49138391,1.480593085,1.509712815,1.573023319,1.530467987,1.529337168,1.536517382,1.53292048,1.560121298,1.558509827,1.568784356,1.489538908
